otel_adi,yorum,yorum_basligi,puan,yorum_tarihi,konum,konaklama_tarihi,seyahat_turu,value_rating,rooms_rating,location_rating,cleanliness_rating,service_rating,musteri_toplam_yorum_sayisi
Green Bay Resort & Spa,"Sayın 336dilekt, Crystal Green Bay Resort & Spa otelimizi tercih ettiğiniz için en içten teşekkürlerimizi sunar, konaklama deneyiminizi paylaşmak için ayırdığınız zamanın bizler için son derece kıymetli olduğunu bilmenizi isteriz. En kısa zamanda sizleri Crystal Hotels otellerimizde tekrar ağırlamak dileklerimizle... Saygılarımızla, Otel Yönetimi",Harika otel,5,Tem 2023,"İstanbul, Türkiye",Temmuz 2023,Aileyle seyahat etti,,,,,,23 katkı
Green Bay Resort & Spa,"Otelden ve hizmetten genel olarak memnun kaldık.Kara manzarali genis odasında konakladık, oda ile ilgili herhangi bir sorun yaşamadık, her gün temizlendi. Otelin koyda olması güzel ancak Bodrum denizi olarak beklentiyi pek karşılamıyor. Çocuk kaydırağı güvenliydi. 2 buçuk 3 yaş üzeri çocugunuzu kollukla peşinden koşturmadan izleyebilirsiniz. Animasyon ekibi güler yüzlü ve iyiydi, gösteriler çok güzeldi. Ala carta Türk mutfağını tercih ettik ve çok çok memnun kaldık. Crystal otelini tavsiye üzerine tercih etmiştik. Otel zinciri olarak öncelikli tercih edilebilecek bir otel. Tavsiye ederiz.",Tavsiye ederiz,5,Tem 2023,,Temmuz 2023,Aileyle seyahat etti,,,,,,4 katkı
Green Bay Resort & Spa,"2022 senesinde de bu oteli tercih etmistim. Bu sene tekrar geldik. Hem havalimanina yakin ve kendi ait koyu var her aksam canli muzik var. Cocuklu ailelerin kesinlikle tercih etmesi gereken bir otel. Animasyon ekibi cok ilgili ve surekli sizleri etkinlige davet ediyorlar. Ozellikle animasyondan Mert,Damla,Berk,İsmail ilgi ve alakalari guleryuzlulugu icin cok tesekkur ederim.",Gayet güzel ve aile oteli,5,Tem 2023,,Temmuz 2023,Çift olarak seyahat etti,,,,,,2 katkı
Green Bay Resort & Spa,"Geçen yıl aynı tarihlerde gelmiştik ve bu yıl da son dk kararı ile tekrar geldik. Otelin konumu süper. Uçaktan iner inmez 15 dk sonra oteldesiniz. Otel koy içine konumlanmış. Sabah kuş sesleri, cırcır böceği sesleri ile uyaniyorsunuz. Hizmet gayet güzel. Sadece yemekler daha çeşitli olabilirdi.. animasyon ekibine ayrıca teşekkür etmek isteriz. Mert, damla, Ömer, İsmail ve ismi aklımıza gelmeyen diğer arkadaşlara da teşekkürler. Süper vakit geçirdik.",süper bir tatildi,5,Tem 2023,,Temmuz 2023,Çift olarak seyahat etti,,,,,,1 katkı
Green Bay Resort & Spa,"Sayın Sevgi S, Crystal Green Bay Resort & Spa otelimizi tercih ettiğiniz için en içten teşekkürlerimizi sunar, konaklama deneyiminizi paylaşmak için ayırdığınız zamanın bizler için son derece kıymetli olduğunu bilmenizi isteriz. En kısa zamanda sizleri Crystal Hotels otellerimizde tekrar ağırlamak dileklerimizle... Saygılarımızla, Otel Yönetimi",Herşey güzeldi,5,Tem 2023,,Temmuz 2023,Aileyle seyahat etti,,,,,,1 katkı
Green Bay Resort & Spa,"Daha önce 2019 yılında ziyaret ettiğimiz Crystal Green Bay yine çok güzel bir deneyim sundu. Kafa dinlemek isteyenler için de hareketli bir tatil geçirmek isteyenler için de çok güzel seçenekleri var. Gün boyu devam eden aktivitelerin yanında tesisin geniş olması sessiz sakin bir tatil yapmak isteyenlere de imkan sunuyor. Havuz aktiviteleri, voleybol, dart, yoga gibi dolu dolu bir programları var. Çocuk kulübü ise 23.00'e kadar açık, alanı geniş ve içeride çocuklar için atıştırmalıklar da mevcut. Her akşam amfitiyatroda hem çocuklar hem yetişkinler için gösteriler var. Sahili geniş, plajı kum, şezlong sorunu yaşanmıyor. Denizi biraz çabuk derinleşebiliyor, su ise harika. Çocuk ve yetişkin havuzu ise gayet eğlenceli. Yemekler çeşitli ve lezzetli. Diyet yapanlar ya da sağlıklı beslenenler için fazlasıyla seçenek bulunuyor. Sabah öğlen ve akşam yemekleri dışında gözleme, waffle, snack barlarda restoran kalitesinde yemekler var. Personel için ayrı bir parantez açmak istiyorum.Birbirinden lezzetli kokteyl ve içecekler hazırlayan Nuri Bey, Hüseyin Bey, Cumali Bey ve Selinay Hanım, ellerinize sağlık. Yemek alanında güler yüzleri için Melike ve Helin Hanım'a çok teşekkür ederiz. Ayrıca gün içinde etkinlikler ve programla ilgili bizi sürekli bilgilendiren İsmail Bey'e de teşekkür ediyoruz. Tatilimizi güzelleştiren, verdikleri hizmetlerle yüzümüzü güldüren tüm personele de teşekkürler. Seneye görüşmek üzere...",Tavsiye ediyoruz,5,Tem 2023,,Temmuz 2023,Aileyle seyahat etti,,,,,,15 katkı
Green Bay Resort & Spa,"Tüba B. ben 1 haftadır oteldeyiz yarın sabah çıkıyoruz şu ana kadar kadar o kadar tatlı dille karşılaştık ki ne eksikleri ne kusurları hiç gözümüz görmedi animasyon ekibindeki pırıl pırıl gençler son derece özveriyle işlerini yaparken var olan bütün eksiği yanlışı saçmalığı bişekilde görmezden gelmenizi sağlıyor aslında ya da müşteri ilişkileri aynı şekilde en ufak bir durumda bile minik jestlerle ne tatlı ne nazik bir hareket dedirterek belkide kusurları hooop unutturuyor ya da neyse bee dedirtiyor… ama son dakika yapılan çirkin bir tavırla hepsi yerle bir oldu teker teker ilk günden son güne ne yaşadıysam canlandı hafızamda ben bu gençler bu nazik çalışanlar hatırına neleri görmedim siz bizim mutlu etmek için gözünün içine baktığımız ufacık çocuğu akşam akşam 3-5 parça ıvır zıvır hediye uğruna üzdünüz oyunsa daha dikkatli oynayacaksınız hataysa kabul edip o çocuğu orda gereğini yapıp üzmeyeceksiniz hele hata sizden kaynaklıysa napalım başımıza ilk kez geldi deyip çözümsüz o çocuğu ordan indirmeyeceksiniz hatırladıklarım belkide hiiiç yazılmayacaktı buaralara memnuniyetimi anlatcaktım o gençlerin çabasını filan mesela ama sırayla başlayayım o zaman madem öyle çocuğum hasta ishal dedim hayatında hiç cola içmemiş ama zıkkım cola geçirio işte restoranda gaz olan doldurma cola var odalarda minibarlarda kutu var dedim ki kutulardan getirinde bize şu ishal dursun çocuğun tatili rezil olmasın efendim restorana kutu cola getiremezlermiş acil dedim yaa çocuk hasta yok olamazmış peki dedim !!!gün içerisinde o animasyon ekibindeki çocuklar o kadar tatlı tatlı ilgilendilerki unuttum gitti !!!2 gün geçti gece snack te eşim hamburger çift etli olsun dedi saygısız şef aşçı (her daim saygısızdı 7 gece boyunca ) menüde yok çift etli hamburger hazırlayamam dedi ee dün yedik bide zaten herşey dahil otel ne alaka menüde yok dedik kim yaptıysa yanlış yapmış olamaz dedi yahuuu herşey dahil otel ne demek olamaz getir o zaman herkese 2 şer hamburger etleri çıkarıp biz yaparız diğer hazırladıkların araya gitsin banane desem daha mı iyi suratsızsın zaten yüzün hiç gülmüyor dayak yicez nerdeyse neyseee aman be dedik ağzımızın tadı bozulmasın bunuda unuttuk gitti tatlı diller güler yüzler sayesinde!!! 3 gün makyaj pamuğu rica ettim artık arayıp resepsiyondan istediiim amaaan dedim olur öyle!!! hooop buda uçtu gitti konu etmeye gerek yok dedim!!!yemekler şunlar bunlar lezzetli çeşitlide sayılır ama hep aynı hiç değişiklik olmuyor neredeyse !!! yeşillikler hep buruşuk aaa yeşillik kalmamış diosunuz maalesef bitti deniyor devamı yenisi gelmiyor açık büfeye hani daha yemek saatinin ortasında !!! ilk gün havuz sinek arı ölüleri yaprak uçmuş şu bu pis görünüyor direk sordum orda pis ama bu havuz kim ilgileniyor diye bulamadım kimseyi ertesi gün deniz leş gibiydi doğal olay sonuçta ama bu tarz durumlarda tedbirin çözümün bi çaban olmalı olmadı tırmıkla temizlemeye çalışılıodu filan !!! insanlar bi kaç gün tatile geliyo aaa denizde böyle oldu napalım artık yaklaşımı rahatsız edici geçti gitti bidaha da olmadı diğer günler evet o sebeple de bunlarıda unuttuuk gitti keyfimize baktık tatilimizi keyifle yapalım istedik ne yazardım bunları ne anlatırdım amaaa demek ki konuşmak lazımmış bakın bu son gecemizde bu olay komple hayal kırıklığı koca bir ayıp BİNGO oyunun adı buyrun dinleyin biletler sattılar 250 şer tl den ÇOCUKLAR EĞLENSİN DİYE ALDIK 2 bilet 1. çinko yabancı bir hanımefendi yaptı aldı masa dolusu hediyelerini gitti 2. çinkoo bağırdı bir anda birisi saniyler içinde bir diğeri sonra diğeri sonra diğeri ooops bir anda 4 kişi BİNGOOO biride bizim kuzu ooo başımıza hiç gelmedi napcaz şimdi 4 kişi aynı anda çinko yaptı sistemsel hataa kusura bakmayın ee kura çekelim ikinci masayı kurayla verelim filan diyolar millet anlamaya çalışıo hayır dedim ben olmaz kardeşim hepimiz bu biletleri para verip aldık hanımefendiye verdiniz bi masa dolusu hediyeyi hata sizin hatanız sistem sizin sisteminiz bu çocukta kazandı şimdi beklio ee bölüştürelim ee nasıl yapalım yahuuu çok mu zor masa dediğim zaten ıvır zıvır dolu magnet bileklik kupa cart curt hazırla 3 tane daha ver millete kazanana vermicekmiydin bu dört bilet aynı anda SENİN SİSTEMİN SENİN HATAN YÜZÜNDEN kazandıysa ceremesini orda üzülerek o çocuk ve diğerleri değil sen çekeceksin size verelim diğerleri ses çıkarmıoo dendi oooo yok artık ben haksızlığa kızarken başkalarının hakkını mı yicem tabi ki kabul etmedim napalım istiyorsunuz paralarını iade edin arkadaşlar dendi en son bu mudur yaniii bu mu çözümünüz çocuğu eğlendircem derken bi güzel bide bu tartışmaları yaşayıp çıkıp gittik son gece bu tavırla amaan bee deyip gözardı ettiğim herşeyi de hatırladım sayenizde odaya minicik bir geçmiş olsun notunuz mutlu yıllar notunuz ne kadar onure ettiyse bu hareket 2 katı incitti 3-5 parça ıvır zıvır için bence değmezdi !!! Buarada çok daha öfkeliydim bu tavra bu geceye ama telafi etmek için (telafisi maalesef yok ama) gösterilen ufak çaba bu şekilde en azından nazikçe anlatmama yaradı ya da yine o çocuklar o gençler saatlerce beni dinledi gelip gidip orda onların hatrına tamamen Yılmaz,Berk, geleceğin valisi güzel kızımız (çok özür diliyorum adını hatırlayamadım ) sizler gerçekten birer Pırlantasınız gençler yolunuz hep açık olsun…",Son dakika,3,Tem 2023,,Temmuz 2023,Aileyle seyahat etti,,,,,,1 katkı
Green Bay Resort & Spa,"Aile olarak 2 yetişkin 2 çocuk olarak temmuz 16 da giriş yaptık. Herşeyiyle çok keyif aldığımız bir tatil oldu. Yemekler gayet güzel ve lezzetliydi. Personel ilgi alakası harika. İçecekler ve servis başarılı. Animasyon programları harikaydı.( ozellikle sirk ve latin grubun showu) canlı müziklerde afrikalı grup favorimizdi. Animasyon ekibinin başarılarının devamını diliyoruz, aşırı güler yüzlü bir ekip! Tekrar görüşmek dileği ile.",Güneş & Metin Akyıldız,4,Tem 2023,,Temmuz 2023,Aileyle seyahat etti,,,,,,1 katkı
Green Bay Resort & Spa,"Sayın Kevser B, Crystal Green Bay Resort & Spa otelimizi tercih ettiğiniz için en içten teşekkürlerimizi sunar, konaklama deneyiminizi paylaşmak için ayırdığınız zamanın bizler için son derece kıymetli olduğunu bilmenizi isteriz. En kısa zamanda sizleri Crystal Hotels otellerimizde tekrar ağırlamak dileklerimizle... Saygılarımızla, Otel Yönetimi",Yaz tali,5,Tem 2023,"Darıca, Türkiye",Ağustos 2022,Aileyle seyahat etti,,,,,,6 katkı
Green Bay Resort & Spa,Otelden çok memnun kaldık özellikle animasyon ekibinden Berk beyden damla hanımdan Yılmaz bey güler yüzlü motivasyonları yüksek onlar sayesinde güzel tatil yaptık otelin konforu iyi özellikle bütün çalışanları güler yüzlü ve samimiler alacarte Restaurant dan hiç memnun kalmadık denizi idare eder odaları güzel konforlu balayı çifti olarak biz memnun kaldık garson arkadaşlar çok ilgililer isteklerimizi hemen karşıladılar herşey için teşekkürler ..,Cyrstal Green Bay,5,Tem 2023,,Temmuz 2023,Aileyle seyahat etti,,,,,,1 katkı
Green Bay Resort & Spa,"Sayın Sevgı S, Crystal Green Bay Resort & Spa otelimizi tercih ettiğiniz için en içten teşekkürlerimizi sunar, konaklama deneyiminizi paylaşmak için ayırdığınız zamanın bizler için son derece kıymetli olduğunu bilmenizi isteriz. En kısa zamanda sizleri Crystal Hotels otellerimizde tekrar ağırlamak dileklerimizle... Saygılarımızla, Otel Yönetimi",Gayet güzel bir tatildi,4,Tem 2023,,Temmuz 2023,Aileyle seyahat etti,,,,,,1 katkı
Green Bay Resort & Spa,"Sayın SefaE48, Crystal Green Bay Resort & Spa otelimizi tercih ettiğiniz için en içten teşekkürlerimizi sunar, konaklama deneyiminizi paylaşmak için ayırdığınız zamanın bizler için son derece kıymetli olduğunu bilmenizi isteriz. En kısa zamanda sizleri Crystal Hotels otellerimizde tekrar ağırlamak dileklerimizle... Saygılarımızla, Otel Yönetimi",Teşekkürler,5,Tem 2023,,Temmuz 2023,Aileyle seyahat etti,,,,,,2 katkı
Green Bay Resort & Spa,"Sayın pelinsu_92, Crystal Green Bay Resort & Spa otelimizi tercih ettiğiniz için en içten teşekkürlerimizi sunar, konaklama deneyiminizi paylaşmak için ayırdığınız zamanın bizler için son derece kıymetli olduğunu bilmenizi isteriz. En kısa zamanda sizleri Crystal Hotels otellerimizde tekrar ağırlamak dileklerimizle... Saygılarımızla, Otel Yönetimi",Crystal green,5,Tem 2023,"Adana, Türkiye",Haziran 2023,Aileyle seyahat etti,,,,,,11 katkı
Green Bay Resort & Spa,"Sayın Volkan I, Crystal Green Bay Resort & Spa otelimizi tercih ettiğiniz için en içten teşekkürlerimizi sunar, konaklama deneyiminizi paylaşmak için ayırdığınız zamanın bizler için son derece kıymetli olduğunu bilmenizi isteriz. En kısa zamanda sizleri Crystal Hotels otellerimizde tekrar ağırlamak dileklerimizle... Saygılarımızla, Otel Yönetimi",Güzel bir tatil,5,Tem 2023,,Temmuz 2023,Aileyle seyahat etti,,,,,,1 katkı
Green Bay Resort & Spa,"Sayın kamilaP2448OP, Crystal Green Bay Resort & Spa otelimizi tercih ettiğiniz için en içten teşekkürlerimizi sunar, konaklama deneyiminizi paylaşmak için ayırdığınız zamanın bizler için son derece kıymetli olduğunu bilmenizi isteriz. En kısa zamanda sizleri Crystal Hotels otellerimizde tekrar ağırlamak dileklerimizle... Saygılarımızla, Otel Yönetimi",Crystal,5,Tem 2023,,Temmuz 2023,Aileyle seyahat etti,,,,,,1 katkı
Green Bay Resort & Spa,Crystal Green Bay Hotel’de konaklayacağımız tarih kızımın doğum günü olduğu için doğum gününe özel otelden bir ricada bulundum.Sevcan hanım hemen dönüş sağladı ve bu bizi çok memnun etti.Kendisine ilgisinden dolayı çok teşekkür ediyorum.Crystal Oteller tatilde hep tercihimiz olmuştur.Yine mükemmel bir tatil olacağından eminiz.Teşekkürler Crystal Green Bay.,"Müşteri memnuniyetini önemseyen,ilgili bir otel yönetimi.",5,Tem 2023,,Temmuz 2023,Aileyle seyahat etti,,,,,,1 katkı
Green Bay Resort & Spa,"Sayın Şulenur G, Crystal Green Bay Resort & Spa otelimizi tercih ettiğiniz için en içten teşekkürlerimizi sunar, konaklama deneyiminizi paylaşmak için ayırdığınız zamanın bizler için son derece kıymetli olduğunu bilmenizi isteriz. En kısa zamanda sizleri Crystal Hotels otellerimizde tekrar ağırlamak dileklerimizle... Saygılarımızla, Otel Yönetimi",Teşekkürler,5,Tem 2023,,Temmuz 2023,Çift olarak seyahat etti,,,,,,1 katkı
Green Bay Resort & Spa,"Değerli misafirimiz Nurzat K, Tatiliniz için Crystal Green Bay Resort & Spa’yı tercih ettiğiniz için teşekkür ederiz. Crystal markasını tatil programınıza eklemeniz ve bu güzel yorumlarınız bizler için birer motivasyon kaynağıdır. Latif geri bildiriminiz için sizlere şükranlarımızı sunarız. Tekrar görüşmek dileğiyle.. Ahmet Derin İşletme Müdürü",Tatilimiz,5,Tem 2023,,Temmuz 2023,Aileyle seyahat etti,,,,,,1 katkı
Green Bay Resort & Spa,"Sayın 580_zdenc, Crystal Green Bay Resort & Spa otelimizi tercih ettiğiniz için en içten teşekkürlerimizi sunar, konaklama deneyiminizi paylaşmak için ayırdığınız zamanın bizler için son derece kıymetli olduğunu bilmenizi isteriz. En kısa zamanda sizleri Crystal Hotels otellerimizde tekrar ağırlamak dileklerimizle... Saygılarımızla, Otel Yönetimi",Teşekkürler,5,Tem 2023,,Temmuz 2023,Aileyle seyahat etti,,,,,,1 katkı
Green Bay Resort & Spa,"Değerli misafirimiz Mustafa L, Tatiliniz için Crystal Green Bay Resort & Spa’yı tercih ettiğiniz için teşekkür ederiz. Crystal markasını tatil programınıza eklemeniz ve bu güzel yorumlarınız bizler için birer motivasyon kaynağıdır. Latif geri bildiriminiz için sizlere şükranlarımızı sunarız. Tekrar görüşmek dileğiyle.. Ahmet Derin İşletme Müdürü",Summer 2023,5,Tem 2023,,Temmuz 2023,Aileyle seyahat etti,,,,,,1 katkı
Green Bay Resort & Spa,"Değerli misafirimiz Oğulcan , Tatiliniz için Crystal Green Bay Resort & Spa’yı tercih ettiğiniz için teşekkür ederiz. Crystal markasını tatil programınıza eklemeniz ve bu güzel yorumlarınız bizler için birer motivasyon kaynağıdır. Latif geri bildiriminiz için sizlere şükranlarımızı sunarız. Tekrar görüşmek dileğiyle.. Ahmet Derin İşletme Müdürü",Bbbbbbbbbb,5,Tem 2023,,Temmuz 2023,Aileyle seyahat etti,,,,,,3 katkı
Green Bay Resort & Spa,"Değerli misafirimiz Seçkin T, Tatiliniz için Crystal Green Bay Resort & Spa’yı tercih ettiğiniz için teşekkür ederiz. Crystal markasını tatil programınıza eklemeniz ve bu güzel yorumlarınız bizler için birer motivasyon kaynağıdır. Latif geri bildiriminiz için sizlere şükranlarımızı sunarız. Tekrar görüşmek dileğiyle.. Ahmet Derin İşletme Müdürü",Dinlendirir,5,Tem 2023,"İzmir, Türkiye",Temmuz 2023,Aileyle seyahat etti,,,,,,1 katkı
Green Bay Resort & Spa,"Değerli misafirimiz Umut, Tatiliniz için Crystal Green Bay Resort & Spa’yı tercih ettiğiniz için teşekkür ederiz. Crystal markasını tatil programınıza eklemeniz ve bu güzel yorumlarınız bizler için birer motivasyon kaynağıdır. Latif geri bildiriminiz için sizlere şükranlarımızı sunarız. Tekrar görüşmek dileğiyle.. Ahmet Derin İşletme Müdürü",Tatil keyfi cümlesinin anlam bulduğu yer,5,Tem 2023,,Temmuz 2023,Aileyle seyahat etti,,,,,,2 katkı
